Area;Key;Comment;Default language;Comment.fi-FI;.fi-FI;Comment.sv-SE;.sv-SE
Building;quality__req_constrctionAction_typeOfConstructionAction_buildingObject;The value of the typeOfConstructionAction attribute in the constructionAction class must be '01 - New building or structure' when creating a new buildingObjectIssue;The value of the typeOfConstructionAction attribute in the constructionAction class must be '01 - New building or structure' when creating a new buildingObjectIssue;Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvon tulee olla '01 - Uusi rakennus tai rakennelma', kun luodaan uutta RakennuskohdeAsia;Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvon tulee olla '01 - Uusi rakennus tai rakennelma', kun luodaan uutta RakennuskohdeAsia;;Värdet för attributet åtgärdstyp i klassen Byggåtgärd ska vara '01 - Ny byggnad eller konstruktion' när ett nytt ByggnadsobjektsÄrende skapas
Building;quality__req_constrctionAction_typeOfConstructionAction_buildingObject_update;The value of the typeOfConstructionAction attribute in the constructionAction class must be '09 - Update to building or structure' when updating a buildingObjectIssue;The value of the typeOfConstructionAction attribute in the constructionAction class must be '09 - Update to building or structure' when updating a buildingObjectIssue;Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvon tulee olla '09 - Rakennuksen tai rakennelman päivitys', kun päivitetään RakennuskohdeAsiaa;Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvon tulee olla '09 - Rakennuksen tai rakennelman päivitys', kun päivitetään RakennuskohdeAsiaa;;Värdet för attributet åtgärdstyp i klassen Byggåtgärd ska vara '09 - Uppdatering av byggnad eller konstruktion' när ett ByggnadsobjektsÄrende uppdateras.
Building;quality__req_construction_action_commission_date_when_demolition;;In the ConstructionAction class, the commissionDate attribute should not have a value, when constructionActionType is Demolition;;Rakennustoimenpide-luokassa käyttöönottopäivämäärä ei saa olla annettu, jos kyseessä on purkaminen;;Attributet ibruktagningsdatum i klassen byggåtgärd ska vara tomt om det är fråga om rivning
Building;quality__req_construction_action_completion_date_when_completed;;In the ConstructionAction class, the completionDate attribute is required, when constructionActionStatus is '05 - Valmistunut (fi)';;Rakennustoimenpide-luokassa valmistumispäivämäärä on pakollinen, kun toimenpiteenTila on '05 - Valmistunut';;Attributet färdigställandedatum i klassen byggåtgärd är obligatorisk då åtgärdsstatus är '05 - Färdigt'
Building;quality__req_construction_action_finished_area_to_be_built_for_specific_activities;;In the ConstructionAction class, finishedAreaToBeBuiltForSpecificActivities should NOT have a value when completionDate and commissionDate both do not have values, or when constructionActionType is Demolition, or when areaToBeBuiltForSpecificActivities attribute does not have a value. Otherwise finishedAreaToBeBuiltForSpecificActivities is required;;Rakennustoimenpide-luokassa valmisErityistäToimintaaVartenRakennettavaAlue-attribuuttia ei saa antaa, jos valmistumispäivämäärää ja käyttöönottopäivämäärää ei kumpaakaan ole annettu, tai jos rakennustoimenpiteenTyyppi on Purkaminen, tai jos erityistäToimintaaVartenRakennettavaAlue ei ole annettu. Muussa tapauksessa valmisErityistäToimintaaVartenRakennettavaAlue on pakollinen;;Attributet färdigtOmrådeByggtFörSärskildVerksamhet i byggÅtgärd klassen får inte ges om varken färdigställandedatum eller ibruktagningsdatum har givits, eller om byggÅtgärdsTypen är rivning, eller om ingent områdeByggtFörSärskildVerksamhet har givits. I andra fall är färdigtOmrådeByggtFörSärskildVerksamhet obligatoriskt
Building;quality__req_construction_action_finished_building;;In the ConstructionAction class, finishedBuilding should NOT have a value when completionDate and commissionDate both do not have values, or when constructionActionType is Demolition, or when building attribute does not have a value. Otherwise finishedBuilding is required;;Rakennustoimenpide-luokassa valmisRakennus-attribuuttia ei saa antaa, jos valmistumispäivämäärää ja käyttöönottopäivämäärää ei kumpaakaan ole annettu, tai jos rakennustoimenpiteenTyyppi on Purkaminen, tai jos rakennusta ei ole annettu. Muussa tapauksessa valmisRakennus on pakollinen;;Attributet färdigByggnad i byggÅtgärd klassen får inte ges om varken färdigställandedatum eller ibruktagningsdatum har givits, eller om byggÅtgärdsTypen är rivning, eller om ingen byggnad har givits. I andra fall är färdigByggnad obligatorisk
Building;quality__req_construction_action_related_finished_building_section_without_finished_building;;In the ConstructionAction class, when building has buildingSections, but finishedBuilding does not have a value, none of the buildingSections can have a value for relatedFinishedBuildingSection;;Rakennustoimenpide-luokassa, kun rakennuksella on rakennuksenOsia, mutta valmisRakennus-attribuuttia ei ole annettu, millään rakennuksenOsalla ei saa olla liittyväValmiinRakennuksenOsa-attribuuttia annettuna;;Om byggnaden har delAvByggnad, men inget färdigByggnad attribut har givits i byggÅtgärd klassen, får ingen delAvByggnad ha relateradDelAvFärdigByggnad attribut
Building;quality__req_construction_action_related_finished_structure_section_without_finished_structure;;In the ConstructionAction class, when building has structureSections, but finishedStructures does not have a value, none of the structureSections can have a value for relatedFinishedStructureSection;;Rakennustoimenpide-luokassa, kun rakennelmalla on rakennelmanOsia, mutta valmisRakennelma-attribuuttia ei ole annettu, millään rakennelmanOsalla ei saa olla liittyväValmiinRakennelmanOsa-attribuuttia annettuna;;Om konstruktionen har delAvKonstruktion, men inget färdigKonstruktion attribut har givits i byggÅtgärd klassen, får ingen delAvKonstruktion ha relateradDelAvFärdigKonstruktion attribut
Building;quality__req_constructionAction_add;The identifier (UUID) of a constructionAction-class object may not be added when updating a permit issue.;The identifier (UUID) of a constructionAction-class object may not be added when updating a permit issue.;Rakennustoimenpide-luokan objektin tunnisteen (UUID) lisäys ei ole sallittu lupa-asian päivityksessä.;Rakennustoimenpide-luokan objektin tunnisteen (UUID) lisäys ei ole sallittu lupa-asian päivityksessä.;;Det är inte tillåtet att lägga till en beteckning (UUID) för ett objekt i klassen byggnadsåtgärd vid uppdatering av ett tillståndsärende.
Building;quality__req_constructionAction_areaUndergoingChanges;The areaUndergoingChanges attribute in the constructionAction class is allowed only if the action type is '02 - Expansion', '03 - Conversion work comparable to rebuilding', '04 - Other modification work', '06 - Partial demolition of building', '08 - Landscape-altering action';The areaUndergoingChanges attribute in the constructionAction class is allowed only if the action type is '02 - Expansion', '03 - Conversion work comparable to rebuilding', '04 - Other modification work', '06 - Partial demolition of building', '08 - Landscape-altering action';Rakentamistoimenpide-luokan muutosala-attribuutin arvo on sallittu, vain jos  toimenpiteen laji on '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '06 - Rakennuksen osittainen purkaminen', '08 - Maisemaa muuttava toimenpide';Rakentamistoimenpide-luokan muutosala-attribuutin arvo on sallittu, vain jos  toimenpiteen laji on '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '06 - Rakennuksen osittainen purkaminen', '08 - Maisemaa muuttava toimenpide';;Värdet för attributet ändringsyta i klassen Byggåtgärd är endast tillåtet om åtgärdstypen är '02 - Utvidgning', '03 - Ändringsarbete jämförbart med ombyggnad', '04 - Annat ändringsarbete', '06 - Partiell rivning av byggnad', '08 - Åtgärd som förändrar landskapet'
Building;quality__req_constructionAction_buildingObject;The constructionAction class must contain one Building, Structure or AreaToBeBuiltForSpecificActivities as its attribute;The constructionAction class must contain one Building, Structure or AreaToBeBuiltForSpecificActivities as its attribute;Rakentamistoimenpide-luokalla tulee olla attribuuttina yksi Rakennus, Rakennelma tai ErityistäToimintaaVartenRakennettavaAlue;Rakentamistoimenpide-luokalla tulee olla attribuuttina yksi Rakennus, Rakennelma tai ErityistäToimintaaVartenRakennettavaAlue;;Klassen ByggÅtgärd ska ha ett attribut som är antingen en Byggnad, Konstruktion eller OmrådeByggtFörSärskildVerksamhet.
Building;quality__req_constructionAction_businessContruction;The businessConstruction attribute in the constructionAction class is mandatory if the construction object is a building;The businessConstruction attribute in the constructionAction class is mandatory if the construction object is a building;Rakentamistoimenpide-luokan liiketaloudellinenRakentaminen-attribuutti on pakollinen, jos rakennuskohde on rakennus;Rakentamistoimenpide-luokan liiketaloudellinenRakentaminen-attribuutti on pakollinen, jos rakennuskohde on rakennus;;Attributet för företagsekonomiskt byggande i klassen Byggåtgärd är obligatoriskt om byggnadsobjektet är en byggnad.
Building;quality__req_constructionAction_changeInBuildingObject;The buildingObjectChange attribute in the constructionAction class is not allowed if the action type is something other than '02 - Expansion', '04 - Other modification work', '06 - Partial demolition of building'   ;The buildingObjectChange attribute in the constructionAction class is not allowed if the action type is something other than '02 - Expansion', '04 - Other modification work', '06 - Partial demolition of building'   ;Rakentamistoimenpide-luokan suunniteltuMuutos-attribuutti ei ole sallittu, jos toimenpiteen laji on joku muu kuin '02 - Laajentaminen', '04 - Muu muutostyö', '06 - Rakennuksen osittainen purkaminen'   ;Rakentamistoimenpide-luokan suunniteltuMuutos-attribuutti ei ole sallittu, jos toimenpiteen laji on joku muu kuin '02 - Laajentaminen', '04 - Muu muutostyö', '06 - Rakennuksen osittainen purkaminen'   ;;Attributet PlaneradÄndring i klassen Byggåtgärd är inte tillåtet om åtgärdstypen är något annat än '02 - Utvidgning', '04 - Annat ändringsarbete', '06 - Partiell rivning av byggnaden'   
Building;quality__req_constructionAction_changeInBuildingObject_demolition;The buildingObjectChange attribute in the constructionAction class is only allowed if the action type is '06 - Partial demolition of a building' and the issue concerns a demolitionPermit  ;The buildingObjectChange attribute in the constructionAction class is only allowed if the action type is '06 - Partial demolition of a building' and the issue concerns a demolitionPermit  ;Rakentamistoimenpide-luokan suunniteltuMuutos-attribuutti on sallittu vain, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen' ja kyseessä on PurkamislupaAsia  ;Rakentamistoimenpide-luokan suunniteltuMuutos-attribuutti on sallittu vain, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen' ja kyseessä on PurkamislupaAsia  ;;Attributet planeradÄndring i klassen ByggÅtgärd är endast tillåtet om åtgärdstypen är '06 - Partiell rivning av byggnad' och det gäller ett RivningsTillståndsÄrende  
Building;quality__req_constructionAction_changeInBuildingObject_expansion;The buildingObjectChange attribute in the constructionAction class is mandatory if the action type is '02 - Expansion';The buildingObjectChange attribute in the constructionAction class is mandatory if the action type is '02 - Expansion';Rakentamistoimenpide-luokan suunniteltuMuutos-attribuutti on pakollinen, jos toimenpiteen laji on '02 - Laajentaminen';Rakentamistoimenpide-luokan suunniteltuMuutos-attribuutti on pakollinen, jos toimenpiteen laji on '02 - Laajentaminen';;Attributet planeradÄndring i klassen ByggÅtgärd är obligatoriskt om åtgärdstypen är '02 - Utvidgning'
Building;quality__req_constructionAction_changeType;The changeType attribute in the constructionAction class is mandatory if the action type is '04';The changeType attribute in the constructionAction class is mandatory if the action type is '04';Rakentamistoimenpide-luokan muutostyönTarkenne-attribuutti on pakollinen, jos toimenpiteen laji on '04';Rakentamistoimenpide-luokan muutostyönTarkenne-attribuutti on pakollinen, jos toimenpiteen laji on '04';;Attributet för precicering av ändringsarbete i klassen Byggåtgärd är obligatoriskt om åtgärdstypen är '04'
Building;quality__req_constructionAction_changeType_demolition;The changeType attribute in the constructionAction class may not contain a value if the issue concerns a demolitionPermit, landscapeWorkCase or buildingObjectIssue;The changeType attribute in the constructionAction class may not contain a value if the issue concerns a demolitionPermit, landscapeWorkCase or buildingObjectIssue;Rakentamistoimenpide-luokan muutostyönTarkenne-attribuutin arvo ei ole sallittu, jos  kyseessä on PurkamislupaAsia,  MaisematyölupaAsia tai RakennuskohdeAsia;Rakentamistoimenpide-luokan muutostyönTarkenne-attribuutin arvo ei ole sallittu, jos  kyseessä on PurkamislupaAsia,  MaisematyölupaAsia tai RakennuskohdeAsia;;Värdet för attributet förtydligandeAvÄndringsarbete i klassen ByggÅtgärd är inte tillåtet om det gäller ett RivningsTillståndsÄrende, LandskapsArbetsTillståndsÄrende eller Byggnadsobjektsärende
